key,tab,kind,text,standalone,topic,parent,x,y,type,direction,rowkind,value,measured_by,where_found,etype,erq,erp,if_true,if_false,latest,bridge,bottom_line,hook,question,ask,positivity,strength,form
imp-post-reform-studies-barring-members,223,importance,,,,barring-members-congress-president,post-reform-studies-continue,barring-members-congress-president,,,prediction if the belief is false,,,,,,,,,,"Investors, if the advantage was already gone.",,,,,,,
imp-anti-nepotism-statute-barring-president,224,importance,,,,barring-president-members-congress,anti-nepotism-statute-stops,barring-president-members-congress,,,reason to agree,,,,,,,,,,"Citizens, whose decisions are made by someone outside the rule that covers everyone else.",,,,,,,
imp-relative-cannot-supervised-barring-president,225,importance,,,,barring-president-members-congress,relative-cannot-supervised-disciplined,barring-president-members-congress,,,reason to agree,,,,,,,,,,Citizens relying on an ordinary chain of command to check official conduct.,,,,,,,
imp-official-role-gives-barring-president,226,importance,,,,barring-president-members-congress,official-role-gives-family,barring-president-members-congress,,,reason to agree,,,,,,,,,,"Citizens, and voters who cannot see what the channel carries.",,,,,,,
imp-rule-already-applies-barring-president,227,importance,,,,barring-president-members-congress,rule-already-applies-every,barring-president-members-congress,,,reason to agree,,,,,,,,,,"Officials, who would face one rule instead of two.",,,,,,,
imp-formal-appointment-what-barring-president,228,importance,,,,barring-president-members-congress,formal-appointment-what-brings,barring-president-members-congress,,,reason to disagree,,,,,,,,,,"Voters, who would lose the disclosure that appointment triggers.",,,,,,,
imp-problem-people-actually-barring-president,229,importance,,,,barring-president-members-congress,problem-people-actually-point,barring-president-members-congress,,,reason to disagree,,,,,,,,,,"Relatives making money from the name, which the rule does not reach.",,,,,,,
imp-president-entitled-advisers-barring-president,230,importance,,,,barring-president-members-congress,president-entitled-advisers-he,barring-president-members-congress,,,reason to disagree,,,,,,,,,,A president restricted in whom he may consult.,,,,,,,
imp-competence-neither-inherited-barring-president,231,importance,,,,barring-president-members-congress,competence-neither-inherited-nor,barring-president-members-congress,,,reason to disagree,,,,,,,,,,Qualified people excluded for a relationship.,,,,,,,
imp-return-shows-what-requiring-president,232,importance,,,,requiring-president-members-congress,return-shows-what-financial,requiring-president-members-congress,,,reason to agree,,,,,,,,,,"Voters, who currently see ranges instead of figures.",,,,,,,
imp-internal-check-failed-requiring-president,233,importance,,,,requiring-president-members-congress,internal-check-failed-one,requiring-president-members-congress,,,reason to agree,,,,,,,,,,Citizens relying on an audit that did not happen.,,,,,,,
imp-every-president-carter-requiring-president,234,importance,,,,requiring-president-members-congress,every-president-carter-through,requiring-president-members-congress,,,reason to agree,,,,,,,,,,"Voters, who had the information for forty years and then did not.",,,,,,,
imp-published-return-can-requiring-president,235,importance,,,,requiring-president-members-congress,published-return-can-checked,requiring-president-members-congress,,,reason to agree,,,,,,,,,,"Voters, who can check a published document without waiting for an agency.",,,,,,,
imp-return-shows-tax-requiring-president,236,importance,,,,requiring-president-members-congress,return-shows-tax-positions,requiring-president-members-congress,,,reason to disagree,,,,,,,,,,"Voters, if the existing form already tells them what they need.",,,,,,,
imp-publication-exposes-spouses-requiring-president,237,importance,,,,requiring-president-members-congress,publication-exposes-spouses-children,requiring-president-members-congress,,,reason to disagree,,,,,,,,,,"Spouses, children and partners who hold no office.",,,,,,,
imp-route-constitutionally-narrow-requiring-president,238,importance,,,,requiring-president-members-congress,route-constitutionally-narrow-disclosure,requiring-president-members-congress,,,reason to disagree,,,,,,,,,,Officials facing a rule that would be litigated rather than obeyed.,,,,,,,
imp-sophisticated-wealth-sits-requiring-president,239,importance,,,,requiring-president-members-congress,sophisticated-wealth-sits-pass,requiring-president-members-congress,,,reason to disagree,,,,,,,,,,"Voters, who would see a document that shows little.",,,,,,,
imp-clemency-only-executive-letting-congress,240,importance,,,,letting-congress-overturn-presidential,clemency-only-executive-power,letting-congress-overturn-presidential,,,reason to agree,,,,,,,,,,"Victims and the public, for whom nothing reviews a grant.",,,,,,,
imp-pardons-granted-president-letting-congress,241,importance,,,,letting-congress-overturn-presidential,pardons-granted-president-s,letting-congress-overturn-presidential,,,reason to agree,,,,,,,,,,"Victims of the underlying offenses, and citizens watching the power used on the president's circle.",,,,,,,
imp-two-thirds-threshold-letting-congress,242,importance,,,,letting-congress-overturn-presidential,two-thirds-threshold-means,letting-congress-overturn-presidential,,,reason to agree,,,,,,,,,,A president whose unpopular but just grants would survive a two-thirds test.,,,,,,,
imp-most-states-already-letting-congress,243,importance,,,,letting-congress-overturn-presidential,most-states-already-put,letting-congress-overturn-presidential,,,reason to agree,,,,,,,,,,The public in states where clemency already carries a check.,,,,,,,
imp-article-ii-grants-letting-congress,244,importance,,,,letting-congress-overturn-presidential,article-ii-grants-power,letting-congress-overturn-presidential,,,reason to disagree,,,,,,,,,,A president whose constitutional power would be narrowed.,,,,,,,
imp-clemency-exists-correct-letting-congress,245,importance,,,,letting-congress-overturn-presidential,clemency-exists-correct-injustices,letting-congress-overturn-presidential,,,reason to disagree,,,,,,,,,,People whom only an unpopular act of mercy can reach.,,,,,,,
imp-reversible-pardon-pardon-letting-congress,246,importance,,,,letting-congress-overturn-presidential,reversible-pardon-pardon-nobody,letting-congress-overturn-presidential,,,reason to disagree,,,,,,,,,,Recipients who could not rely on a grant.,,,,,,,
imp-narrower-fix-reaches-letting-congress,247,importance,,,,letting-congress-overturn-presidential,narrower-fix-reaches-actual,letting-congress-overturn-presidential,,,reason to disagree,,,,,,,,,,"The same public interest, served by a smaller change.",,,,,,,
uniq-federal-reserve-officials-federal-reserve,248,uniqueness,,,,barring-members-congress-president,federal-reserve-officials-have,federal-reserve-barred-its,,,,,,,,,,,,,The finding adds the rule's scope and dates; the argument adds the claim that the institution kept working.,"Largely redundant: the finding keeps a minority of its weight, which is the discount working as intended.",,,,,,
uniq-congress-will-enforce-ban-official,249,uniqueness,,,,barring-members-congress-president,congress-will-enforce-ban,ban-official-leaves-conflict,,,,,,,,,,,,,Substitution is about what the rule covers; non-enforcement is about whether what it covers is policed.,Distinct: they fail in different ways and would be refuted by different evidence.,,,,,,
equiv-barring-members-congress-members-congress,250,equivalence,,,,barring-members-congress-president,barring-members-congress-president,members-congress-barred-owning,,,,,,,,,,,,,The broader version reaches every asset class rather than publicly traded shares.,"Same direction, different policy. Keep both pages and cross-link them.",,,,,,
equiv-barring-members-congress-members-congress-2,251,equivalence,,,,barring-members-congress-president,barring-members-congress-president,members-congress-required-place,,,,,,,,,,,,,A blind trust removes control and keeps ownership; a ban removes ownership.,Overlapping rather than equivalent: keep both pages and name the difference on each.,,,,,,
equiv-letting-congress-overturn-president-barred,252,equivalence,,,,letting-congress-overturn-presidential,letting-congress-overturn-presidential,president-barred-pardoning-relatives,,,,,,,,,,,,,One restricts who may be pardoned; the other lets Congress undo any grant.,Distinct mechanisms aimed at overlapping cases. Both need an amendment.,,,,,,
ziobrowski-cheng-boyd-ziobrowski,253,media,"Ziobrowski, Cheng, Boyd and Ziobrowski, Abnormal Returns from the Common Stock Investments of the U.S. Senate (2004)",,,barring-members-congress-president,,barring-members-congress-president,Study,,,,,"Journal of Financial and Quantitative Analysis 39(4), 661 to 676",,,,,,,Senators earned abnormal returns on their stock purchases in the 1990s.,"The foundational study for the trading-advantage argument, and its period is now a generation old.",,,,,,
insider-conflicted-congress-2021,254,media,"Insider, Conflicted Congress (2021 to 2023)",,,barring-members-congress-president,,barring-members-congress-president,Report,,,,,"Insider investigative series, tally updated January 2023",,,,,,,Members of Congress violate the existing disclosure rule routinely and without consequence.,Accurate as a count and routinely oversold as a measure of misconduct.,,,,,,
eggers-hainmueller-capitol-losses,255,media,"Eggers and Hainmueller, Capitol Losses: The Mediocre Performance of Congressional Stock Portfolios (2013)",,,barring-members-congress-president,,barring-members-congress-president,Study,,,,,Journal of Politics 75(2),,,,,,,Congressional portfolios did not beat the market.,"The most careful study on the skeptical side, and the tail-versus-average objection is unresolved.",,,,,,
medi-ziobrowski-cheng-boyd-barring-members,256,linkage,,,,barring-members-congress-president,ziobrowski-cheng-boyd-ziobrowski,barring-members-congress-president,Media,Supports,,,,,,,,,,,The work speaks to the trading branch of the belief and not to the voting branch.,Bears on one of the belief's two branches.,,,,,,
medi-insider-conflicted-congress-barring-members,257,linkage,,,,barring-members-congress-president,insider-conflicted-congress-2021,barring-members-congress-president,Media,Supports,,,,,,,,,,,The work speaks to the trading branch of the belief and not to the voting branch.,Bears on one of the belief's two branches.,,,,,,
medi-eggers-hainmueller-capitol-barring-members,258,linkage,,,,barring-members-congress-president,eggers-hainmueller-capitol-losses,barring-members-congress-president,Media,Weakens,,,,,,,,,,,The work speaks to the trading branch of the belief and not to the voting branch.,Bears on one of the belief's two branches.,,,,,,
imp-ziobrowski-cheng-boyd-barring-members,259,importance,,,,barring-members-congress-president,ziobrowski-cheng-boyd-ziobrowski,barring-members-congress-president,,,work,,,,,,,,,,Investors on the other side of the trades the study measures.,,,,,,,
imp-insider-conflicted-congress-barring-members,260,importance,,,,barring-members-congress-president,insider-conflicted-congress-2021,barring-members-congress-president,,,work,,,,,,,,,,"Voters relying on disclosure, and officials living under the rule being violated.",,,,,,,
imp-eggers-hainmueller-capitol-barring-members,261,importance,,,,barring-members-congress-president,eggers-hainmueller-capitol-losses,barring-members-congress-president,,,work,,,,,,,,,,"Investors, if the advantage the belief assumes is not there.",,,,,,,
large-companies-required-law,,belief,Large companies should be required by law to give their workers seats on their boards.,,business,,,,,,,,,,,,,,,,,Whether the people whose jobs depend on a company have a stronger claim to steer it than the people whose money does.,,,,55,Moderate,
workers-bear-costs-bad,,claim,"Workers bear the costs of bad decisions such as layoffs and plant closures, so they deserve a voice in making them.",,,large-companies-required-law,,,,,,,,,,,,,,,,,,,,,,
workers-know-how-company,,claim,"Workers know how the company actually runs day to day, and boards make better decisions with that knowledge in the room.",,,large-companies-required-law,,,,,,,,,,,,,,,,,,,,,,
board-answers-only-shareholders,,claim,A board that answers only to shareholders tends to chase short-term stock gains at the expense of the company's long-term health.,,,large-companies-required-law,,,,,,,,,,,,,,,,,,,,,,
owners-put-money-risk,,claim,"Owners put their money at risk, and the people who bear the financial risk should be the ones who control the company.",,,large-companies-required-law,,,,,,,,,,,,,,,,,,,,,,
worker-directors-face-conflict,,claim,Worker directors face a conflict of interest whenever the board must cut jobs or close a site to keep the company alive.,,,large-companies-required-law,,,,,,,,,,,,,,,,,,,,,,
boards-two-sets-loyalties,,claim,"Boards with two sets of loyalties reach decisions more slowly, and slow companies lose to faster rivals.",,,large-companies-required-law,,,,,,,,,,,,,,,,,,,,,,
company-generally-serves-public,,belief,A company generally serves the public best when it focuses on making a profit for its owners within the law.,,business,,,,,,,,,,,,,,,,,Whether profit within the law is a good enough stand-in for public benefit or leaves too much harm uncounted.,,,,-50,Moderate,
profit-signal-company-making,,claim,"Profit is a signal that a company is making something people want at a price they will pay, which is itself a public service.",,,company-generally-serves-public,,,,,,,,,,,,,,,,,,,,,,
managers-who-told-serve,,claim,Managers who are told to serve everyone end up answering to no one and can excuse poor results as serving some other goal.,,,company-generally-serves-public,,,,,,,,,,,,,,,,,,,,,,
broad-social-problems-job,,claim,"Broad social problems are the job of elected governments, which answer to voters, not of managers who answer to no voter.",,,company-generally-serves-public,,,,,,,,,,,,,,,,,,,,,,
many-company-s-costs,,claim,"Many of a company's costs, like pollution or worker burnout, fall on people who never agreed to bear them and never show up in the profit figure.",,,company-generally-serves-public,,,,,,,,,,,,,,,,,,,,,,
law-always-lags-behind,,claim,"The law always lags behind business practice, so a company that does only what the law requires will harm people the law has not yet caught up with.",,,company-generally-serves-public,,,,,,,,,,,,,,,,,,,,,,
companies-treat-workers-suppliers,,claim,"Companies that treat workers, suppliers and towns well tend to earn trust that pays off over decades, which a narrow focus on profit misses.",,,company-generally-serves-public,,,,,,,,,,,,,,,,,,,,,,
streaming-services-generally-pay,,belief,Streaming services generally pay working musicians too little to make a living from recorded music.,,music,,,,,,,,,,,,,,,,,The disagreement turns on whether the right comparison is with the old record business or with the obscurity most musicians faced before it.,,,,-60,Moderate,
single-play-earns-almost,,claim,"A single play earns almost nothing, so only artists with enormous audiences see meaningful income from their recordings.",,,streaming-services-generally-pay,,,,,,,,,,,,,,,,,,,,,,
money-split-so-most,,claim,"The money is split so that most of it flows to labels, publishers and the platforms before any reaches the person who wrote or performed the song.",,,streaming-services-generally-pay,,,,,,,,,,,,,,,,,,,,,,
musicians-now-depend-touring,,claim,"Musicians now depend on touring and merchandise to survive, which favors the young and healthy and pushes out those who cannot live on the road.",,,streaming-services-generally-pay,,,,,,,,,,,,,,,,,,,,,,
streaming-brought-paying-listeners,,claim,"Streaming brought paying listeners back after years of free downloading, and total music income has grown again as a result, spread across far more artists.",,,streaming-services-generally-pay,,,,,,,,,,,,,,,,,,,,,,
before-streaming-most-musicians,,claim,"Before streaming, most musicians earned nothing from recordings because they never got a record deal at all, so the comparison is with obscurity, not with a golden age.",,,streaming-services-generally-pay,,,,,,,,,,,,,,,,,,,,,,
low-per-play-rates,,claim,"Low per-play rates reflect what listeners will pay for unlimited music, and forcing rates higher would shrink the audience rather than raise incomes.",,,streaming-services-generally-pay,,,,,,,,,,,,,,,,,,,,,,
streaming-has-clearly-done,,belief,Streaming has clearly done more good than harm for musicians by letting anyone reach a worldwide audience without a record label.,,music,,,,,,,,,,,,,,,,,The disagreement turns on whether being able to publish anywhere is worth much when so many others can too.,,,,50,Moderate,
any-musician-can-upload,,claim,"Any musician can upload a song and be heard anywhere in the world the same day, which was impossible when labels controlled distribution.",,,streaming-has-clearly-done,,,,,,,,,,,,,,,,,,,,,,
listeners-discover-artists-other,,claim,"Listeners discover artists from other countries and small scenes, so careers can start from anywhere instead of a few music-industry cities.",,,streaming-has-clearly-done,,,,,,,,,,,,,,,,,,,,,,
artists-keep-rights-own,,claim,"Artists keep the rights to their own work more often, because they no longer need a label's money to press records and ship them to stores.",,,streaming-has-clearly-done,,,,,,,,,,,,,,,,,,,,,,
when-everyone-can-publish,,claim,"When everyone can publish, the flood of new songs makes it harder than ever for any one artist to be noticed, and reach without attention is worth little.",,,streaming-has-clearly-done,,,,,,,,,,,,,,,,,,,,,,
playlists-chosen-platform-staff,,claim,"Playlists chosen by platform staff and software have replaced record labels as gatekeepers, so artists still depend on a few decision-makers they cannot reach.",,,streaming-has-clearly-done,,,,,,,,,,,,,,,,,,,,,,
making-music-available-almost,,claim,"Making music available for almost nothing worldwide has taught listeners that music should cost nothing, and that expectation follows artists into every other part of their business.",,,streaming-has-clearly-done,,,,,,,,,,,,,,,,,,,,,,
comedians-generally-able-joke,,belief,Comedians should generally be able to joke about any subject without losing work over the offense a joke causes.,,humor,,,,,,,,,,,,,,,,,The disagreement turns on whether losing bookings over a joke is censorship or simply the market answering back.,,,,60,Moderate,
comedy-works-saying-what,,claim,"Comedy works by saying what people are not supposed to say, and a comedian who must avoid every touchy subject cannot do the job.",,,comedians-generally-able-joke,,,,,,,,,,,,,,,,,,,,,,
audiences-already-control-comedy,,claim,"Audiences already control comedy by laughing or not, and a joke that lands badly punishes itself without anyone needing to end a career.",,,comedians-generally-able-joke,,,,,,,,,,,,,,,,,,,,,,
when-comedians-punished-offense,,claim,"When comedians are punished for offense, the safest response is blandness, and the loss falls on every audience, not just the people who were offended.",,,comedians-generally-able-joke,,,,,,,,,,,,,,,,,,,,,,
losing-booking-censorship-venues,,claim,"Losing a booking is not censorship; venues and networks are free to decide who they pay, just as comedians are free to speak.",,,comedians-generally-able-joke,,,,,,,,,,,,,,,,,,,,,,
joke-spreads-contempt-group,,claim,"A joke that spreads contempt for a group is a public act with public consequences, and the person who makes it should answer for it like anyone else.",,,comedians-generally-able-joke,,,,,,,,,,,,,,,,,,,,,,
great-comedians-have-always,,claim,"Great comedians have always worked within limits set by their audience and era, and doing so pushed them toward sharper and more original material.",,,comedians-generally-able-joke,,,,,,,,,,,,,,,,,,,,,,
jokes-mock-people-race,,belief,"Jokes that mock people for their race, religion, disability or sex do real harm and deserve public pushback.",,humor,,,,,,,,,,,,,,,,,"The disagreement turns on whether a joke about a group targets the stereotype or the people, and on who gets to say which.",,,,-50,Moderate,
laughter-makes-contempt-feel,,claim,"Laughter makes contempt feel normal, so a joke can spread an ugly attitude further than a plain insult ever could.",,,jokes-mock-people-race,,,,,,,,,,,,,,,,,,,,,,
people-mocked-group-hear,,claim,"People in the mocked group hear the joke too, and being the punchline in a room full of laughter teaches them they do not belong.",,,jokes-mock-people-race,,,,,,,,,,,,,,,,,,,,,,
pushback-itself-free-speech,,claim,Pushback is itself free speech; a comedian who claims the right to offend cannot deny others the right to answer.,,,jokes-mock-people-race,,,,,,,,,,,,,,,,,,,,,,
most-jokes-about-groups,,claim,"Most jokes about groups poke at the stereotype rather than the people, and audiences understand the difference better than critics assume.",,,jokes-mock-people-race,,,,,,,,,,,,,,,,,,,,,,
comedians-within-group-often,,claim,"Comedians from within a group often tell the sharpest jokes about it, and a blanket rule against such jokes silences them first.",,,jokes-mock-people-race,,,,,,,,,,,,,,,,,,,,,,
organized-pushback-rarely-stays,,claim,Organized pushback rarely stays with the worst offenders; it quickly reaches mild jokes and creates a fear that shrinks comedy for everyone.,,,jokes-mock-people-race,,,,,,,,,,,,,,,,,,,,,,
traditional-publishers-still-generally,,belief,Traditional publishers still generally produce better books for readers than self-publishing does.,,publishing,,,,,,,,,,,,,,,,,The disagreement turns on whether a publisher's filter selects for quality or merely for what it expects to sell.,,,,55,Moderate,
publisher-s-editors-designers,,claim,"A publisher's editors, designers and fact-checkers catch problems an author working alone cannot see, and readers get a cleaner book as a result.",,,traditional-publishers-still-generally,,,,,,,,,,,,,,,,,,,,,,
publishers-pay-authors-advance,,claim,"Publishers pay authors in advance, which lets writers spend a year or more on a book instead of rushing out whatever sells fastest.",,,traditional-publishers-still-generally,,,,,,,,,,,,,,,,,,,,,,
when-publisher-has-invest,,claim,"When a publisher has to invest its own money in a book, it must judge whether the book is worth a reader's time, and that judgment filters out a great deal of weak work.",,,traditional-publishers-still-generally,,,,,,,,,,,,,,,,,,,,,,
publishers-pick-books-think,,claim,"Publishers pick books they think will sell, not books that are good, so their filter favors the familiar and rejects much that readers would love.",,,traditional-publishers-still-generally,,,,,,,,,,,,,,,,,,,,,,
online-reviews-recommendations-now,,claim,"Online reviews and recommendations now do the sorting that publishers once did, and they do it with far more readers weighing in.",,,traditional-publishers-still-generally,,,,,,,,,,,,,,,,,,,,,,
self-published-authors-can,,claim,"Self-published authors can hire the same editors and designers publishers use, so the quality gap comes down to money, not to who owns the imprint.",,,traditional-publishers-still-generally,,,,,,,,,,,,,,,,,,,,,,
most-working-authors-better,,belief,Most working authors are better off self-publishing than signing with a traditional publisher.,,publishing,,,,,,,,,,,,,,,,,"The disagreement turns on whether keeping most of each sale outweighs losing guaranteed money and access to stores, libraries and reviewers.",,,,-55,Moderate,
self-published-author-keeps,,claim,"A self-published author keeps most of each sale, while a traditional contract hands the publisher the larger share for the life of the book.",,,most-working-authors-better,,,,,,,,,,,,,,,,,,,,,,
authors-who-self-publish,,claim,"Authors who self-publish keep control of their rights, pricing and cover, and can fix mistakes or change course without asking permission.",,,most-working-authors-better,,,,,,,,,,,,,,,,,,,,,,
publishers-put-marketing-behind,,claim,"Publishers put their marketing behind a few lead titles each season, and most authors on their lists get little more than a listing in a catalog.",,,most-working-authors-better,,,,,,,,,,,,,,,,,,,,,,
self-publishing-turns-writer,,claim,"Self-publishing turns a writer into a small business owner who must handle editing, design, marketing and taxes, and most writers are neither good at that nor want to be.",,,most-working-authors-better,,,,,,,,,,,,,,,,,,,,,,
bookstores-libraries-prizes-review,,claim,"Bookstores, libraries, prizes and review pages still mostly deal with traditional publishers, so self-published books are shut out of the places where readers browse.",,,most-working-authors-better,,,,,,,,,,,,,,,,,,,,,,
advance-guaranteed-money-field,,claim,"An advance is guaranteed money in a field where most books lose money, and a self-published author carries every cost and every risk alone.",,,most-working-authors-better,,,,,,,,,,,,,,,,,,,,,,
governments-generally-require-proven,,belief,Governments should generally require proven childhood vaccines for school attendance.,,diseases,,,,,,,,,,,,,,,,,The disagreement turns on whether protecting the classmates who cannot be vaccinated outweighs a parent's right to decide for their own child.,,,,60,Moderate,
some-children-cannot-vaccinated,,claim,"Some children cannot be vaccinated for medical reasons, and they are only protected when nearly everyone around them is.",,,governments-generally-require-proven,,,,,,,,,,,,,,,,,,,,,,
schools-gather-many-children,,claim,"Schools gather many children in close quarters every day, which is exactly the setting where an outbreak spreads fastest.",,,governments-generally-require-proven,,,,,,,,,,,,,,,,,,,,,,
requirement-tied-school-attendance,,claim,"A requirement tied to school attendance reaches almost every family, while a purely voluntary approach leaves gaps that a disease can find.",,,governments-generally-require-proven,,,,,,,,,,,,,,,,,,,,,,
parents-school-administrators-responsible,,claim,"Parents, not school administrators, are responsible for a child's body and should make medical decisions for that child.",,,governments-generally-require-proven,,,,,,,,,,,,,,,,,,,,,,
mandates-breed-resentment-distrust,,claim,"Mandates breed resentment and distrust of public health, which can lower vaccination rates over time more than persuasion would.",,,governments-generally-require-proven,,,,,,,,,,,,,,,,,,,,,,
most-vaccine-preventable-diseases,,claim,"Most vaccine-preventable diseases are already rare, so the added benefit of forcing the last holdouts is small compared with the cost to liberty.",,,governments-generally-require-proven,,,,,,,,,,,,,,,,,,,,,,
routine-cancer-screening-healthy,,belief,Routine cancer screening of healthy adults with no symptoms generally does more harm than good.,,diseases,,,,,,,,,,,,,,,,,"The disagreement turns on whether the lives saved by catching a few cancers early outweigh the worry, tests, and treatment inflicted on the many who were never going to be hurt by what was found.",,,,-40,Moderate,
screening-finds-many-slow,,claim,"Screening finds many slow-growing abnormalities that would never have caused harm, and treating them exposes healthy people to surgery and drugs they did not need.",,,routine-cancer-screening-healthy,,,,,,,,,,,,,,,,,,,,,,
false-alarm-sets-off,,claim,"A false alarm sets off follow-up tests and weeks of fear, and false alarms are common when large numbers of people who feel fine are tested.",,,routine-cancer-screening-healthy,,,,,,,,,,,,,,,,,,,,,,
finding-cancer-earlier-often,,claim,"Finding a cancer earlier often just means a person lives longer knowing they have it, without changing when or whether they die from it.",,,routine-cancer-screening-healthy,,,,,,,,,,,,,,,,,,,,,,
many-cancers-far-easier,,claim,"Many cancers are far easier to treat before they spread, and screening is the only way to catch them in people who feel fine.",,,routine-cancer-screening-healthy,,,,,,,,,,,,,,,,,,,,,,
patients-can-told-risks,,claim,"Patients can be told the risks of overdiagnosis and choose for themselves; the answer to false alarms is better counseling, not fewer tests.",,,routine-cancer-screening-healthy,,,,,,,,,,,,,,,,,,,,,,
harms-screening-mostly-temporary,,claim,"The harms of screening are mostly temporary anxiety and minor procedures, while the harm of a missed cancer is death.",,,routine-cancer-screening-healthy,,,,,,,,,,,,,,,,,,,,,,
adults-generally-allowed-buy,,belief,Adults should generally be allowed to buy common prescription drugs from a pharmacist without a doctor's visit.,,drugs,,,,,,,,,,,,,,,,,The disagreement turns on whether the doctor's visit before a routine prescription is a safeguard worth its cost or a toll booth.,,,,55,Moderate,
many-prescriptions-refills-medicines,,claim,"Many prescriptions are refills of medicines a person has taken for years, and requiring an appointment to renew them adds cost and delay without adding safety.",,,adults-generally-allowed-buy,,,,,,,,,,,,,,,,,,,,,,
pharmacists-trained-drugs-interactions,,claim,"Pharmacists are trained in drugs and their interactions, often more thoroughly than the doctors who prescribe them.",,,adults-generally-allowed-buy,,,,,,,,,,,,,,,,,,,,,,
people-who-cannot-easily,,claim,"People who cannot easily get to a doctor, because of cost, distance, or work hours, often go without medicine they need rather than jump through the hoops.",,,adults-generally-allowed-buy,,,,,,,,,,,,,,,,,,,,,,
doctor-s-visit-catches,,claim,A doctor's visit catches problems the patient did not come in for; the refill is often the excuse that gets a person examined at all.,,,adults-generally-allowed-buy,,,,,,,,,,,,,,,,,,,,,,
pharmacists-work-stores-profit,,claim,"Pharmacists work for stores that profit from selling drugs, which puts them in a poor position to tell a customer not to buy one.",,,adults-generally-allowed-buy,,,,,,,,,,,,,,,,,,,,,,
antibiotic-resistance-dependence-some,,claim,"Antibiotic resistance and dependence on some medicines grow when access loosens, and those harms fall on everyone, not just the buyer.",,,adults-generally-allowed-buy,,,,,,,,,,,,,,,,,,,,,,
governments-generally-set-maximum,,belief,Governments should generally set a maximum price for medicines that are still under patent.,,drugs,,,,,,,,,,,,,,,,,The disagreement turns on whether the money saved today is worth the medicines that might not be invented tomorrow.,,,,-55,Moderate,
patent-already-gives-company,,claim,"A patent already gives a company a monopoly, and a monopoly seller with sick customers will charge whatever the desperate will pay unless someone stops it.",,,governments-generally-set-maximum,,,,,,,,,,,,,,,,,,,,,,
much-basic-research-behind,,claim,"Much of the basic research behind new drugs is paid for by taxpayers, so the public has already bought a share of the result.",,,governments-generally-set-maximum,,,,,,,,,,,,,,,,,,,,,,
patients-who-skip-doses,,claim,"Patients who skip doses or split pills because of cost end up sicker and in hospitals, and that bill lands on everyone.",,,governments-generally-set-maximum,,,,,,,,,,,,,,,,,,,,,,
companies-invest-research-because,,claim,"Companies invest in research because a successful drug earns a large return; cap the return and the riskiest, most valuable research is the first to be cut.",,,governments-generally-set-maximum,,,,,,,,,,,,,,,,,,,,,,
cap-set-officials-will,,claim,"A cap set by officials will be wrong in both directions, too high for cheap-to-make drugs and too low for hard ones, because no committee knows the true cost of discovery.",,,governments-generally-set-maximum,,,,,,,,,,,,,,,,,,,,,,
prices-already-bargained-down,,claim,Prices are already bargained down by insurers and public programs; a legal cap adds a blunt tool where negotiation is already doing the work.,,,governments-generally-set-maximum,,,,,,,,,,,,,,,,,,,,,,
california-generally-override-local,,belief,California should generally override local zoning rules to force far more housing to be built.,,u-s-states,,,,,,,,,,,,,,,,,"The disagreement turns on whether the housing shortage is caused by local vetoes that only the state can break, or whether state mandates fail to deliver homes on their own.",,,,70,Moderate,
local-governments-have-blocked,,claim,"Local governments have blocked new homes for decades because existing residents vote and future residents cannot, and only the state answers to both.",,,california-generally-override-local,,,,,,,,,,,,,,,,,,,,,,
teachers-nurses-service-workers,,claim,"Teachers, nurses, and service workers commute for hours because they cannot afford to live near their jobs, and that cost falls on the whole state.",,,california-generally-override-local,,,,,,,,,,,,,,,,,,,,,,
people-businesses-leaving-state,,claim,"People and businesses are leaving the state mainly because of housing costs, which shrinks the tax base that pays for everything else.",,,california-generally-override-local,,,,,,,,,,,,,,,,,,,,,,
local-communities-understand-own,,claim,"Local communities understand their own roads, schools, water supplies, and fire risks, and homes added without regard to those limits create new problems.",,,california-generally-override-local,,,,,,,,,,,,,,,,,,,,,,
state-mandates-have-mostly,,claim,"State mandates have mostly produced lawsuits, paperwork, and resentment rather than finished homes, because building still depends on local approval in practice.",,,california-generally-override-local,,,,,,,,,,,,,,,,,,,,,,
market-rate-construction-alone,,claim,"Market-rate construction alone does not produce housing that low-income families can afford, so the state's effort would be better spent on direct subsidy.",,,california-generally-override-local,,,,,,,,,,,,,,,,,,,,,,
texas-connect-its-separate,,belief,Texas should connect its separate electric grid to the national grids rather than keeping it apart.,,u-s-states,,,,,,,,,,,,,,,,,The disagreement turns on whether the reliability gained from sharing power across regions is worth giving up state control over how the grid is run.,,,,-65,Moderate,
when-extreme-weather-hits,,claim,"When extreme weather hits, a connected grid can import power from regions that are not suffering the same storm, which is exactly when a closed grid fails.",,,texas-connect-its-separate,,,,,,,,,,,,,,,,,,,,,,
texas-produces-more-wind,,claim,"Texas produces more wind and solar power than it can always use, and connection would let it sell that surplus instead of wasting it.",,,texas-connect-its-separate,,,,,,,,,,,,,,,,,,,,,,
investors-more-willing-build,,claim,Investors are more willing to build power plants and transmission lines where they can reach a bigger market.,,,texas-connect-its-separate,,,,,,,,,,,,,,,,,,,,,,
connecting-national-grids-brings,,claim,"Connecting to the national grids brings federal oversight of prices and rules, and the state's freedom to run its own market is the reason it has been able to build so much new generation so quickly.",,,texas-connect-its-separate,,,,,,,,,,,,,,,,,,,,,,
